Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,39,2.3829303802807678,8014,0,1,133.96597155848158,1,37,37,9,9,96.11836040400563,0,0,0,1,0,1,34.60670522666254,0,0,6,8,6,10.381969603520798,0,0,6,7,6,13.682884216062815,0,10.8,1.4,1.74,Graduate
1,17,2.453990429199866,9238,1,1,129.31051148685614,1,1,3,4,2,133.70674500792143,1,0,0,1,0,0,17.431432570518957,0,0,6,8,4,10.686762656665367,0,0,6,8,4,10.73580972736772,0,9.4,-0.8,-3.12,Dropout
1,39,0.9986838472289199,9500,1,19,134.01019057963273,1,37,37,9,6,123.95341635398911,0,0,0,0,0,1,39.36566811353581,0,0,7,14,3,10.924314450741646,0,0,7,9,2,10.99584268914888,0,16.2,0.3,-0.92,Dropout
4,39,-3.3518099089417115,9991,0,1,116.59103850596317,1,37,37,9,9,109.6769291482554,0,0,0,1,0,0,35.52988208282381,0,0,5,14,2,9.337191853373055,0,0,5,7,3,12.564350201766812,0,12.7,3.7,-1.7,Enrolled
1,39,3.0695294658629377,9500,1,1,129.38707963277855,1,37,37,9,7,132.17650011694818,1,0,0,1,0,1,24.904463662157383,0,0,7,7,6,11.251552840750644,0,0,7,7,6,13.010829530301459,0,7.6,2.6,0.32,Graduate
1,7,0.8539301571157182,9085,1,3,141.38870499255893,1,19,20,4,90,140.3766880929088,1,0,0,1,0,0,33.072434051655954,0,0,5,8,1,12.785682503003073,2,0,5,12,0,-0.730516832602699,4,10.8,1.4,1.74,Dropout
2,39,0.4396672573303486,8014,0,1,133.1870767840945,1,37,37,6,8,100.58046967767612,0,0,1,1,0,0,40.29198456047821,0,3,8,12,7,12.991862953459437,0,2,7,10,6,12.364531277524202,0,13.9,-0.3,0.79,Enrolled
1,39,0.523308245926432,9085,1,1,139.68341850327218,1,37,19,191,163,130.054382158474,1,0,1,1,0,0,26.582793825501412,0,0,6,17,0,-0.8575885070522888,0,0,6,6,0,-0.2365134703363045,0,8.9,1.4,3.51,Enrolled
1,1,1.4891643116242472,9238,1,1,132.45490369764778,1,19,37,0,0,137.62111706141573,1,0,0,1,0,0,19.138676901931188,0,0,6,10,0,0.6398415336479233,4,0,6,0,0,0.7289291772173372,0,7.6,2.6,0.32,Dropout
1,1,4.66233693115853,9147,1,1,125.3053965314251,1,37,38,7,7,122.37784618614972,1,0,0,1,0,0,18.36992016297441,0,0,5,9,1,10.464522145340622,0,0,5,9,2,13.147393789398993,0,7.6,2.6,0.32,Enrolled
1,1,1.4618675774257852,9853,1,1,116.52249751589038,1,19,38,9,9,106.42859871236308,0,0,0,1,0,1,18.884256861627172,0,0,7,10,6,12.430236995217847,0,0,7,7,7,14.161399123803662,0,12.4,0.5,1.79,Graduate
2,7,2.8713198862623464,9670,1,3,111.44463877060302,1,37,37,7,7,112.71202905309332,0,0,0,1,0,0,31.978924700409202,0,4,11,15,8,12.25490954185206,0,2,8,10,8,15.248984668492081,0,13.9,-0.3,0.79,Graduate
2,39,0.4426751572294415,9147,1,1,138.50227847017112,1,37,37,9,9,126.77631631644064,1,0,0,1,0,0,30.856329122502203,0,0,5,8,3,10.80541549042495,0,0,5,9,2,13.59817526390905,0,7.6,2.6,0.32,Dropout
1,39,3.5203951268412657,9500,1,1,96.47560883471249,1,3,1,2,5,121.01123406786785,1,0,0,1,0,0,33.91211538856082,0,0,8,11,7,12.980006513980411,0,0,8,11,7,12.836867312222786,0,10.8,1.4,1.74,Enrolled
1,1,4.188233387025971,171,1,1,144.73561553463716,1,1,1,3,3,136.88704929527745,1,0,0,1,0,0,18.033412292881877,0,6,12,12,12,13.954042708987112,0,4,11,14,11,13.9455352072612,0,8.9,1.4,3.51,Graduate
1,39,0.4063279127530762,9500,1,19,132.2759855942188,1,38,38,9,9,114.44528583644468,0,0,0,1,0,0,26.76564259715448,0,0,7,15,1,12.303194697759054,0,0,7,10,1,9.578048008727727,0,13.9,-0.3,0.79,Dropout
1,44,0.8311962825221588,9991,0,39,149.03368661258793,1,37,37,6,6,150.11600853694094,0,0,0,1,0,0,30.52408054068794,0,2,6,8,6,12.32163046658996,0,2,7,8,7,12.225680173766962,0,9.4,-0.8,-3.12,Enrolled
1,1,-1.9469463181253572,9773,1,1,144.75788908646862,1,19,38,4,10,131.88739215470773,1,0,0,1,0,0,20.20226350391824,0,0,6,7,6,11.29891892323939,0,0,6,8,4,10.971080626939768,0,7.6,2.6,0.32,Enrolled
4,39,2.737916048147754,8014,0,19,132.75525423644098,1,37,37,90,7,109.61668117367662,0,0,0,0,0,0,27.634882666384776,0,0,6,8,5,11.259978776856657,0,0,6,9,3,12.055313754110236,0,9.4,-0.8,-3.12,Dropout
1,1,4.094525160156678,9773,1,1,109.2198649245933,1,19,19,5,5,105.66004730668273,1,0,0,1,0,0,18.987085437290226,0,0,6,6,6,14.287935544307038,0,0,6,8,5,14.183216618325185,0,12.4,0.5,1.79,Graduate
1,1,1.3643962438497605,9238,1,1,127.83299568394611,1,37,19,9,4,127.46951850907703,1,0,0,1,0,1,19.245819845336754,0,0,6,8,6,11.73330178528407,0,0,6,8,6,11.942951959633653,0,16.2,0.3,-0.92,Graduate
2,39,0.8992398434185417,9238,1,19,132.84912490995936,1,37,37,9,9,131.795428385325,1,0,0,1,0,0,35.340684211171634,0,0,6,11,0,1.5318085660974914,0,0,5,10,0,0.3464189692367906,0,9.4,-0.8,-3.12,Enrolled
1,7,-0.03500762584795725,9085,1,3,132.90001028743734,1,1,19,9,10,131.41675027658337,0,0,0,1,0,0,34.96438943947224,0,0,6,0,0,-0.21257115667699591,0,0,6,0,0,0.415442261566676,0,15.5,2.8,-4.06,Dropout
1,16,0.5106855320743966,9556,1,1,138.5812982123733,1,37,37,9,7,124.06157812342784,1,0,0,1,0,1,17.158348240667472,0,0,7,7,7,14.328304275099985,0,0,8,8,8,12.009534052714491,0,12.4,0.5,1.79,Graduate
1,17,0.47174964429849076,9254,1,1,124.21532085587921,1,37,37,7,7,111.81164401129398,1,0,0,1,0,0,15.39399765338591,0,0,6,6,6,12.942345361183257,0,0,6,6,6,14.740034541718579,0,11.1,0.6,2.02,Graduate
1,1,0.9984276511253156,9147,1,1,155.20277903174218,1,3,19,3,3,151.1716154857627,0,0,1,1,1,0,20.60830977146402,0,0,5,7,5,11.954139280256623,0,0,5,11,5,12.6303623821808,5,16.2,0.3,-0.92,Graduate
1,17,2.3568018740949115,9773,1,1,133.4541530750932,1,3,5,0,2,127.25601036150941,1,0,0,0,1,1,22.07479937911259,0,0,4,8,0,0.5050255662002152,0,0,4,8,0,-2.98987800633707,0,7.6,2.6,0.32,Dropout
2,43,1.5967849251568875,9670,1,1,99.7645583493791,1,34,34,0,0,129.41010938240612,0,0,0,1,1,0,31.687081609163418,0,6,10,12,10,8.99803272163197,0,4,9,9,4,11.7639785663968,0,7.6,2.6,0.32,Graduate
1,39,0.5736162065422054,9147,1,1,140.28355625292906,1,37,3,9,2,133.8124893126704,0,0,0,1,1,0,61.55388174140281,0,0,5,0,0,-1.3133161726696991,0,0,5,0,0,-0.09429229871039431,0,15.5,2.8,-4.06,Dropout
1,39,0.9231286757578393,9991,0,1,129.49930463885477,1,37,37,9,9,119.43953884714867,1,0,0,1,1,0,30.774178768261113,0,0,5,7,5,8.797118337494773,0,0,5,5,5,10.899944168826622,0,7.6,2.6,0.32,Graduate
2,39,1.112548438072682,9991,0,1,133.01899147166975,1,37,37,9,9,134.29371451384284,0,0,1,0,1,0,45.35967391359154,0,0,5,9,0,1.5224882842866538,0,0,5,11,0,-0.18014970923419743,0,12.4,0.5,1.79,Dropout
1,44,0.6248225449061081,9003,1,39,135.61045514150877,1,1,19,4,8,141.03553453238194,0,0,0,1,1,0,19.369715128210004,0,0,6,7,6,12.832178206788312,0,0,6,6,6,13.150214379874969,0,12.4,0.5,1.79,Graduate
1,18,5.013032926677867,9500,1,1,134.3734746165105,1,19,1,1,10,129.6111196125255,0,0,0,1,0,0,19.347283226807253,0,0,7,0,0,-0.40477265153369557,0,0,8,0,0,2.952510038119996,0,9.4,-0.8,-3.12,Dropout
1,42,1.5877604336960114,9119,1,1,120.1892426288339,1,3,1,2,9,108.2776765367687,1,0,0,1,1,0,27.302774398473424,0,4,10,14,4,11.420439935565161,0,4,11,11,4,11.725605813767435,0,7.6,2.6,0.32,Dropout
1,17,3.711871230420829,9670,1,1,125.15419080668993,1,1,1,4,90,125.30833193716504,1,0,0,1,1,0,17.849654204494932,0,0,5,6,3,13.075880084889217,0,0,5,5,1,11.417874936563601,0,7.6,2.6,0.32,Dropout
1,17,0.012283325933920786,9773,1,1,128.97098241720582,1,19,37,9,9,141.4206131709907,0,0,0,1,1,1,18.39911370847973,0,0,6,6,6,12.542900380295494,0,0,6,7,6,12.461637118268289,0,16.2,0.3,-0.92,Graduate
1,1,2.1263635131115275,9773,1,1,114.72152168987641,1,38,1,9,4,115.67460625510483,1,0,0,1,1,0,17.352942033500234,0,0,6,6,6,12.959757770237186,0,0,6,7,5,12.936960278406586,0,12.4,0.5,1.79,Graduate
1,1,-2.6866827194332803,9147,1,1,149.10137465727232,1,1,19,5,5,138.9480850431464,1,0,0,1,1,1,19.480562253130515,0,0,5,6,5,13.3613999966542,0,0,5,6,5,13.623204483554831,0,16.2,0.3,-0.92,Graduate
1,1,3.016822908728204,9670,1,1,134.5998378500522,1,14,11,0,0,128.31933939285742,1,0,0,0,1,0,22.611697855655226,0,0,5,5,0,-0.8733826583436156,0,0,4,4,0,0.2580924086682046,0,7.6,2.6,0.32,Dropout
1,39,-3.495052124248067,9670,1,1,119.44707454794164,1,34,34,0,0,106.50531041123261,1,0,0,0,1,0,26.820906032789388,0,0,5,7,3,11.240473061632127,0,0,5,8,2,12.765141047749967,1,7.6,2.6,0.32,Dropout
1,43,0.42874055098442276,9147,1,1,141.5323776437763,1,37,37,9,9,128.7794477783789,0,0,0,1,1,0,23.245741696925503,0,10,15,16,15,13.259730046287505,1,10,14,14,14,13.24356736117343,0,9.4,-0.8,-3.12,Graduate
1,1,0.6187486573835742,9130,1,1,133.35473044077833,1,3,1,2,4,125.60433616652591,0,0,0,1,1,0,17.732083169222832,0,0,5,7,3,14.40653166535856,0,0,5,5,5,12.832735986138278,0,7.6,2.6,0.32,Graduate
1,1,2.9263033622203865,9119,1,1,146.35280127452475,1,38,38,5,5,139.90197300981868,0,0,0,1,1,0,19.94740062904991,0,0,5,9,2,10.004668168601668,0,0,5,9,2,11.773242034602251,2,7.6,2.6,0.32,Enrolled
1,1,0.777667012649827,9773,1,1,121.17254662167886,1,1,3,3,7,114.83777768473412,1,0,0,1,1,1,18.716664470759806,0,0,6,7,6,11.622143880530164,0,0,6,12,5,10.609787960792138,0,12.4,0.5,1.79,Graduate
1,44,0.15009151389959285,9003,1,39,118.12088012647989,1,4,1,2,8,119.96247939305323,0,0,0,1,1,0,20.239201974705722,0,0,6,9,5,12.98414834961884,0,0,6,9,5,12.785823832215536,0,8.9,1.4,3.51,Graduate
2,39,1.2736969683110098,9991,0,1,146.70108763682092,1,19,37,9,5,131.65972623019096,0,0,0,0,1,0,26.839466966567315,0,0,5,5,0,1.8482851760664059,0,0,5,6,0,-1.1383997015374123,0,12.4,0.5,1.79,Dropout
1,39,0.5538328650100967,9003,1,12,132.8640523508196,1,37,19,9,10,119.64974035002109,0,0,0,1,1,0,58.64129370944541,0,0,6,9,0,-0.6093600333230382,0,0,6,6,0,0.14818277482785913,0,13.9,-0.3,0.79,Dropout
2,39,-0.7676233550697109,9991,0,1,134.95457807899805,1,34,34,0,0,135.56920875712484,1,0,0,0,1,0,48.03935310992165,0,0,5,5,0,-0.3279506790672471,0,0,5,5,0,4.186514813276861,0,7.6,2.6,0.32,Dropout
1,39,0.2511139972795553,9119,1,1,149.87432534478882,1,1,38,3,5,119.751228535455,0,0,0,1,1,0,22.093989759286547,0,0,5,6,3,11.440272744205338,0,0,5,9,2,10.471032011304965,0,15.5,2.8,-4.06,Enrolled
1,43,0.8906524816194303,9670,1,1,129.34597257460285,1,34,34,0,0,112.75099642240544,0,0,0,1,1,0,23.813552501655828,0,0,5,5,4,13.979788420437115,0,0,5,5,4,14.272507430843056,0,7.6,2.6,0.32,Graduate
4,42,2.7430769438122486,9147,1,1,133.5758834435801,1,37,38,7,3,122.79332110061478,1,0,0,1,1,0,32.65275280442672,0,0,5,5,1,8.39916839966467,0,0,5,5,0,-1.2378399014271562,0,7.6,2.6,0.32,Dropout
2,39,1.2007748161401652,9119,1,19,133.20352339970438,1,37,37,7,7,117.24932792215027,0,0,0,0,1,0,32.7005079541931,0,0,5,11,0,-3.2828449353139173,0,0,5,5,0,3.273722826692831,0,9.4,-0.8,-3.12,Dropout
2,43,-0.6141522636001546,9853,1,1,111.88400343759558,1,37,37,7,7,100.63143319670804,0,0,0,1,1,0,40.418423316363175,0,0,2,4,1,15.290327288230662,0,0,4,5,4,17.137076150480688,0,13.9,-0.3,0.79,Graduate
2,39,1.3859628615090185,9991,0,1,170.26302716324233,1,37,19,9,3,147.72087241367862,0,0,0,1,1,0,51.287286767662465,0,0,5,9,5,11.854015196794423,0,0,5,8,5,12.12853995983913,0,16.2,0.3,-0.92,Graduate
1,17,2.9783905638505006,9119,1,1,120.12428823629455,1,1,19,9,3,117.20423544939727,1,0,1,0,1,0,17.66699412277657,0,0,5,10,3,12.276895131577971,0,0,5,8,3,10.08344831776756,0,8.9,1.4,3.51,Enrolled
1,39,3.182743507716323,9500,1,19,135.23956558817648,1,38,38,9,8,105.1143319385218,1,0,0,1,1,0,23.405066926832315,0,0,7,7,6,13.694104287827567,1,0,7,7,6,12.396489046878134,1,7.6,2.6,0.32,Graduate
2,1,2.663631731642651,9085,1,1,139.23952174200005,1,19,19,192,144,126.40709746522745,0,0,0,1,1,1,22.45159166307325,0,0,5,6,5,12.445046240342997,0,0,5,7,4,14.202549157602597,1,10.8,1.4,1.74,Graduate
1,39,0.2656124153715348,9991,0,19,132.71540079000232,1,19,37,7,5,154.55071162500442,1,0,1,0,1,0,37.68992749880011,0,0,5,6,5,9.303589493836142,0,0,5,7,5,14.632276926789812,0,10.8,1.4,1.74,Dropout
1,18,-4.302261880385663,9003,1,1,128.53177730854296,1,1,38,9,6,100.84785595017976,0,0,0,1,1,0,20.57198471542934,0,5,11,16,9,13.83256931927858,0,3,9,14,8,11.683637915958112,0,15.5,2.8,-4.06,Graduate
1,42,1.3468038920600776,9119,1,6,120.38540500453907,1,35,35,6,6,128.2248865110227,1,0,0,1,1,0,33.894809601544274,0,4,6,8,4,11.125197765894889,0,1,5,8,2,8.951835176611425,0,7.6,2.6,0.32,Dropout
2,39,1.5374706465205352,9991,0,1,97.05790129431159,1,19,19,4,4,112.87262481829609,0,0,0,1,1,1,39.744969605080804,0,0,5,9,4,9.457591867876774,0,0,5,6,5,11.025192262566492,0,8.9,1.4,3.51,Enrolled
1,1,0.9263467171343598,9773,1,1,133.28486920460674,1,1,38,4,5,124.2466922677142,0,0,0,1,1,0,19.81676358881396,0,0,6,6,6,8.969181436118749,0,0,6,6,6,12.147070250169124,0,12.7,3.7,-1.7,Graduate
2,39,0.014190760068776842,9991,0,1,129.5703260584677,1,38,38,9,3,145.1151605342278,0,0,0,1,1,0,33.893536788387856,0,0,5,10,4,16.34791741922767,0,0,5,10,4,11.159099182470616,0,13.9,-0.3,0.79,Enrolled
1,1,0.18102878232016906,9147,1,1,128.2646706326878,1,1,1,2,10,118.05779574374355,0,0,0,1,1,0,20.467766662183912,0,0,5,8,2,11.145197348668603,0,0,5,8,1,15.800405823699554,0,7.6,2.6,0.32,Dropout
1,1,0.5234984298887875,9500,1,1,153.7116323144926,1,19,19,3,3,142.23464808066706,0,0,0,1,1,0,17.820517840980617,0,0,8,8,7,12.671127790689173,0,0,8,8,7,13.349800649307905,0,12.7,3.7,-1.7,Graduate
1,7,-0.5683762270621575,9003,1,4,148.1197060005423,1,1,1,4,6,150.47878236139275,0,0,0,1,1,0,29.818932257965642,0,0,6,14,6,14.32686731686311,0,0,6,12,6,18.561648347617485,0,16.2,0.3,-0.92,Graduate
1,17,2.4584789099250233,9070,1,1,132.9389164567423,1,1,1,5,0,133.14623589854207,1,0,0,1,1,0,18.120189771229192,0,0,6,7,5,10.690993569830935,1,0,6,6,0,1.1560763121107007,0,7.6,2.6,0.32,Dropout
1,1,2.7324451818648914,9238,1,1,126.92724359834402,1,2,2,3,4,117.05349973079089,1,0,0,1,1,0,18.314355486243045,0,0,6,11,3,12.377222239118343,0,0,6,12,2,10.565611639139739,0,11.1,0.6,2.02,Dropout
1,17,0.36262200742660355,9085,1,1,127.6645387780355,1,19,38,9,1,97.99553511843506,1,0,1,0,1,0,20.40066188854444,0,0,6,10,5,12.603153271216978,0,0,6,19,2,13.351094396273792,0,12.4,0.5,1.79,Dropout
1,17,0.7437055401019363,9500,1,1,129.57735147572987,1,1,3,9,2,127.9334858362733,1,0,0,1,0,0,19.14682911708871,0,0,7,7,7,14.675737640864227,0,0,8,11,8,16.037377784031957,0,16.2,0.3,-0.92,Graduate
1,1,1.431190750861651,9130,1,1,132.01448196722217,1,3,3,2,2,136.7908759300471,1,0,0,1,0,0,17.480886621618207,0,0,6,8,6,9.48415658200927,0,0,6,8,5,19.178637422700376,0,12.4,0.5,1.79,Graduate
1,1,1.1172300327893037,9773,1,1,146.04230816351958,1,1,3,3,3,151.2632296706365,1,0,0,1,0,0,18.392819290261144,0,0,6,8,6,10.840066727368974,0,0,6,7,6,12.32301913602017,0,11.1,0.6,2.02,Dropout
1,44,0.3403882358190149,9238,1,39,149.01143990036599,1,3,19,4,9,147.7220649976349,1,0,0,1,0,0,18.82323512871811,0,3,6,6,6,14.631209483188794,0,2,6,6,6,12.885142456899391,0,12.4,0.5,1.79,Graduate
2,7,1.268158511000763,9238,1,3,148.08533682963514,1,37,37,191,192,151.1456958410282,0,0,0,1,0,0,34.38314677796755,0,1,6,12,5,14.347891590771917,0,0,6,10,5,15.063418925627575,0,12.7,3.7,-1.7,Graduate
1,39,1.4309167729349404,8014,0,1,128.44234798196862,1,37,37,9,8,104.83642216896607,0,0,0,1,0,1,35.34514470149165,0,0,6,6,6,14.963050071972972,0,0,6,6,6,14.60614041319149,0,12.7,3.7,-1.7,Graduate
1,1,1.6972562369717217,9500,1,1,112.56319175637178,1,3,1,134,135,104.46816582717413,1,0,0,1,0,1,20.78250766113938,0,0,7,10,5,16.665967716160807,0,0,7,8,6,13.816741985611644,0,12.4,0.5,1.79,Enrolled
1,44,-0.12633859403476255,9085,1,39,130.27250933444475,6,19,1,6,4,130.04635173672244,1,0,0,1,0,0,21.658183368611954,1,0,6,12,5,13.173618472446442,0,0,6,19,2,10.330694466978581,0,12.4,0.5,1.79,Enrolled
1,17,0.59267710630837,9254,1,1,113.26569255182697,1,1,19,3,3,110.17835525681352,1,0,0,1,0,0,18.200753344374938,0,0,6,8,6,13.634707108473226,0,0,6,8,5,15.940433072146206,0,11.1,0.6,2.02,Graduate
1,1,1.4877512371285435,9070,1,1,146.5315857871163,1,34,34,0,0,146.31986020288326,1,0,0,1,0,0,18.80372312023018,0,0,6,6,6,12.486549964746047,0,0,6,6,6,6.374274433468429,0,7.6,2.6,0.32,Dropout
1,17,6.149034932677832,9070,1,1,132.59055274288554,1,38,1,5,5,120.58133402441263,0,1,0,1,0,0,20.757465192194037,0,0,6,0,0,1.1911909595026664,0,0,6,0,0,1.9969192403186762,0,15.5,2.8,-4.06,Dropout
1,1,8.114082719606301,9670,1,1,114.8377717289729,1,19,38,9,9,119.66078776632176,1,0,0,0,0,0,16.25944256210457,0,0,6,0,0,-1.1687293927026943,0,0,6,0,0,-0.1281207030150412,0,8.9,1.4,3.51,Dropout
1,1,0.9138641946057298,171,1,1,161.95794253552899,1,3,4,2,5,175.0419067932308,1,0,0,1,0,0,22.571263800767674,0,0,0,0,0,-0.5572186097001942,0,0,0,0,0,1.4610812232384238,0,11.1,0.6,2.02,Graduate
1,17,1.6105921339345735,9147,1,1,124.0421319832563,1,19,19,7,7,116.21744758184099,1,0,0,1,0,1,19.910560489090084,0,0,5,8,5,10.669887665384813,0,0,5,5,3,8.957049864898352,0,12.4,0.5,1.79,Graduate
1,17,1.877072639025961,9238,1,1,136.16619254256705,1,1,3,3,4,125.20060228259553,1,0,0,1,0,0,18.39657600151811,0,0,6,6,6,16.3242528984501,0,0,6,7,6,18.187061616431187,0,11.1,0.6,2.02,Dropout
1,17,0.4757404809944715,9085,1,1,142.2486615446475,1,3,19,5,5,130.9428482084749,1,0,0,1,0,0,22.030445070980534,0,0,5,9,3,14.104654771378582,1,0,5,5,5,11.974016290040309,0,12.7,3.7,-1.7,Graduate
1,17,4.02120310528427,9500,1,1,137.41476283811662,1,37,37,9,6,134.22313560971446,1,0,0,1,0,1,21.08238584340166,0,0,8,8,7,14.649215190747997,0,0,8,8,7,14.729060984176659,0,12.7,3.7,-1.7,Graduate
1,53,2.577548383315614,9238,1,42,141.01281690739424,1,37,37,9,10,135.96216650896326,1,0,0,1,0,0,19.85376240772987,0,5,9,10,9,10.00119279348995,0,4,9,9,9,11.355365866396545,0,8.9,1.4,3.51,Graduate
1,1,0.398423122197175,9500,1,1,164.87885012845464,1,19,37,5,5,142.43665597658867,0,0,0,1,0,1,18.63438334785444,0,0,8,8,7,14.279245116090824,0,0,8,8,7,15.202674128086397,0,12.7,3.7,-1.7,Graduate
1,17,3.652390758366227,9670,1,1,121.44305692067202,1,1,38,3,3,113.70587187927617,1,0,0,1,0,0,17.621120098126802,0,0,6,8,6,15.74624112290677,0,0,6,7,6,13.787076472924502,0,11.1,0.6,2.02,Graduate
1,1,3.058990038532821,9500,1,1,135.722246463888,1,19,19,9,10,122.43472436859135,1,0,0,1,0,0,17.676500836781702,0,0,7,10,7,13.578789718853121,0,0,8,13,6,12.326376291237375,0,15.5,2.8,-4.06,Graduate
1,17,-1.4834069052488918,9500,1,1,125.34626966402173,1,19,1,4,3,117.59178779844399,1,0,0,1,0,0,20.630287720254422,0,0,7,9,6,11.557021659400604,0,0,8,10,7,11.922681268241577,0,16.2,0.3,-0.92,Graduate
1,17,0.9327639670030392,9147,1,1,138.2207222803556,1,1,38,4,5,152.54620313884558,0,0,0,1,0,1,18.12858260137569,0,0,5,5,5,15.423937202288355,0,0,5,8,5,12.73185225354671,0,12.7,3.7,-1.7,Graduate
1,1,1.6768338041411974,9773,1,1,125.4444023701369,1,19,1,4,5,122.83751693014773,1,0,0,1,0,0,18.717863832899212,0,0,6,0,0,1.6542627968430366,0,0,6,0,0,-0.09513579716405186,0,11.1,0.6,2.02,Dropout
1,18,1.2158284046922596,9147,1,1,101.41719255106719,1,37,38,191,143,102.78429695616032,1,0,0,1,0,1,15.651412525380337,0,0,5,6,5,11.552735241502546,0,0,5,6,5,11.544109107736862,0,8.9,1.4,3.51,Graduate
1,17,1.6323586193587627,9254,1,1,115.37202053014822,1,19,19,9,8,119.44605812487794,1,0,0,1,0,0,17.183158313529308,0,0,6,6,6,11.83246834715051,0,0,6,6,6,11.679871904129643,0,12.4,0.5,1.79,Graduate
1,17,1.2833399207979272,9147,1,1,136.10864676688297,1,37,1,9,9,124.31128362218124,1,0,1,1,0,1,18.469990677490003,0,0,5,5,4,12.308740964912262,0,0,5,5,0,0.19498708427753214,0,11.1,0.6,2.02,Dropout
1,51,-0.35720170281851393,9070,1,1,135.28386362586127,1,3,1,3,5,118.38451403718658,0,0,0,1,0,1,19.564178694922084,0,5,11,11,11,12.832794236493605,0,5,11,11,11,14.978155438784281,0,11.1,0.6,2.02,Graduate
1,17,4.494878823895429,9670,1,1,114.84350654291359,1,19,37,9,99,105.78972464592748,1,1,1,0,0,1,18.62180759048648,0,0,6,6,1,9.627403716278893,0,0,6,0,0,2.3026412099613287,0,12.7,3.7,-1.7,Dropout
1,17,2.1972599760802276,9773,1,1,132.0555857341284,1,1,1,4,9,124.05104096062365,1,0,1,1,0,1,18.29474069362694,0,0,6,6,6,11.344324002761512,0,0,6,7,6,13.567323328726221,0,15.5,2.8,-4.06,Graduate
1,1,1.5791174131805428,9500,1,1,127.24055253607523,1,1,38,4,7,122.36618957767689,1,0,0,1,0,1,19.681738695762377,0,0,8,8,8,12.60122748024986,0,0,8,8,8,8.420252655414327,0,9.4,-0.8,-3.12,Graduate
1,44,2.0991932452598707,9147,1,39,117.51005381185665,1,19,1,4,9,119.2624988965137,1,0,0,1,0,0,19.89330824354207,0,4,7,10,6,10.518356493430472,0,1,5,6,5,12.772142519628884,0,11.1,0.6,2.02,Graduate
1,43,2.186479001790124,9500,1,1,118.72648322579846,1,41,3,2,2,112.37814324766401,0,0,0,1,0,0,22.548607433798665,0,0,8,12,6,12.437157381097075,0,0,8,12,6,11.219560290998896,0,10.8,1.4,1.74,Graduate
1,17,-2.306683713919195,9070,1,1,113.85554567701382,1,38,38,9,9,121.89321108077206,0,0,0,1,0,0,17.723680958384417,0,0,6,6,6,14.613467319703295,0,0,6,7,6,12.566009157968717,0,11.1,0.6,2.02,Graduate
1,18,2.1271874760434675,9853,1,1,111.17389137487609,1,38,38,191,171,104.42798502555489,1,0,0,1,0,0,17.527785213927217,0,0,7,7,7,13.079234388476985,0,0,7,8,7,13.826225609371427,0,8.9,1.4,3.51,Graduate
1,17,3.226212835962871,9085,1,1,127.4720783581923,1,1,19,4,90,124.87320492188103,0,0,0,0,0,0,21.55792252162303,0,0,5,8,2,11.02255051711353,0,0,5,7,2,10.603068081871557,0,7.6,2.6,0.32,Dropout
1,1,2.586320470346155,9085,1,1,122.38621999632939,1,30,19,4,90,124.03046930447152,0,0,0,1,0,0,15.427309740234172,0,0,5,6,5,14.209061163183407,0,0,5,7,5,11.825260474168536,0,7.6,2.6,0.32,Graduate
1,1,4.218383691513768,9254,1,1,131.400944888827,1,19,37,9,9,123.71003116149775,0,0,0,1,0,1,19.010815826287228,0,0,6,8,5,10.782305560447094,0,0,6,7,5,12.302209981861287,0,8.9,1.4,3.51,Graduate
1,17,2.1207273086952383,9500,1,1,135.2677606844696,1,19,19,9,4,130.7894007567462,1,0,0,1,0,0,15.702823073317845,0,0,7,8,7,11.864578644348441,0,0,8,8,8,14.83647510134717,0,13.9,-0.3,0.79,Graduate
1,1,6.818693675831673,9500,1,1,135.4409581257536,1,1,1,9,9,122.4661836872169,1,0,0,1,0,1,19.38164310816213,0,0,8,8,7,13.331917780840486,0,0,8,8,7,18.130236140677724,0,12.7,3.7,-1.7,Graduate
1,1,1.6042309412007618,9147,1,1,132.28641443688852,1,1,19,4,3,127.10007526323521,1,0,0,1,0,1,19.815842214300353,0,0,5,13,3,10.090280410023503,0,0,5,12,3,10.728637968149668,0,13.9,-0.3,0.79,Graduate
1,1,0.23883717481984124,9853,1,1,118.91078558836652,1,19,37,5,7,117.72058985799728,0,0,0,1,0,1,17.156864055315335,0,0,6,11,4,11.15037288014587,0,0,6,8,4,10.9713523080895,0,15.5,2.8,-4.06,Enrolled
1,1,0.10085307090180051,9773,1,1,143.61491294510375,1,37,37,8,8,138.67606500605427,0,0,0,1,0,0,17.233492781918933,0,0,6,7,6,15.883032940422154,0,0,6,7,6,13.023984637281208,0,13.9,-0.3,0.79,Graduate
